,gender,address,image_url,language,format,vandalized,Sitong Bridge,Xi Jinping,Raise Awareness,Ugyhur or Hong Kong,Women's rights or Queer Rights,Iran or Ukraine,University,Special Location,Event,timestamp,filename,chalk,graffiti,hand-written message,large poster / sign,letter,other,photography,poster,protest,small sign,sticker,Chinese,English,Italian,Traditional Chinese,french,german,japanese,korean,spanish,latitude,longitude,country
176,Female,台灣國立政治大學,,"['English', 'Chinese']",['poster'],,True,True,,True,,,True,,,2022-11-03,2022_11_03_661426.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,24.98159995,121.57543234141026, 臺灣
177,Female,韩国高丽大学,,"['English', 'korean', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_168095.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,37.5903784,127.0360133, 대한민국
178,Non-binary,"University of British Columbia, Vancouver, BC, Canada",,['Chinese'],['poster'],,True,True,,,,,True,,,2022-10-21,2022_10_21_153029.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,49.25783145,-123.24624198622213, Canada
179,Female,University of Southern California,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-28,2022_10_28_466621.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.0218833,-118.28586662125, United States
180,,日本東京造形大学,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-19,2022_10_19_197248.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.616376,139.33379684047455, 日本
181,Female,"Via Conservatorio, Milan, Italy",,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-17,2022_10_17_259396.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.4660856,9.2026569, Italia
182,Female,"AKV|St.Joost School of Art & Design, Den Bosch, the Netherlands",,"['English', 'Chinese']",['poster'],,True,True,,,True,,True,,,2022-10-21,2022_10_21_214039.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
183,Female,瑞典隆德大學,,['Traditional Chinese'],['poster'],,True,,,,,,True,,,2022-10-17,2022_10_17_737767.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,35.0503293,135.7906688, 日本
184,Female,波士顿哈佛大学,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-31,2022_10_31_576135.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.36790855,-71.12678237443698, United States
185,Male,波兰 弗罗茨瓦夫大学,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-14,2022_10_14_973937.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
186,Female,中国驻日本大使馆,,['Chinese'],['poster'],,True,,,,,,,,,2022-10-30,2022_10_30_938363.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
187,Non-binary,宾夕法尼亚州州立大学,,"['English', 'Traditional Chinese']",['poster'],,True,True,,,,,True,,,2022-10-26,2022_10_26_608617.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,,,
188,Female,"13e arrondissement, Paris",,"['English', 'french']",['poster'],,True,True,,,,,,,,2022-11-02,2022_11_02_246066.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,48.8323973,2.3555829, France
189,Female,德国纽伦堡造型艺术学院,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-18,2022_10_18_580919.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
190,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,['Chinese'],['poster'],,,True,,,,,,,,2022-10-27,2022_10_27_557714.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
191,Female,University of Virginia,,"['English', 'Traditional Chinese']",['poster'],,True,True,,,,,True,,,2022-11-04,2022_11_04_912228.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,38.0410576,-78.50549960183568, United States
192,,温哥华岛大学,,"['English', 'Chinese']",['poster'],,,True,,,,,True,,,2022-10-12,2022_10_12_625454.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
193,Female,台灣大學社會科學院,,"['English', 'Chinese', 'Traditional Chinese', 'japanese']",['poster'],,True,True,,True,True,True,True,,,2022-10-27,2022_10_27_568805.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,,,
194,Male,University of Florida,,['Chinese'],['graffiti'],,True,,,,,,True,,,2022-11-04,2022_11_04_459902.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29.6328784,-82.34901329340119, United States
195,Female,McGill University,,['English'],['poster'],,,True,,,,,True,,,2022-11-03,2022_11_03_861491.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,45.50691775,-73.5791162596496, Canada
196,Female,University of Ottawa,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-26,2022_10_26_371708.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.42252705,-75.68339041611182, Canada
197,Female,Syracuse University Shaffer Art Building,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-27,2022_10_27_927043.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
198,,"767 5th Ave, NY
",,"['Chinese', 'English']",['poster'],,True,,,,,,,True,True,2022-11-07,2022_11_07_831770.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.763535250000004,-73.97226187402164, United States
199,,Northwestern Tech Building,,"['English', 'Chinese']",['poster'],,True,True,,True,,True,True,,,2022-11-01,2022_11_01_580505.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
200,Female,Cornell University,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-28,2022_10_28_543873.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.450550699999994,-76.47835129554275, United States
201,Female,University of Southern California ,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-08,2022_11_08_444326.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.0218833,-118.28586662125, United States
202,Female,"Kreuzberg, Berlin",,"['English', 'Chinese']",['poster'],,True,True,True,,,,,,,2022-10-20,2022_10_20_781080.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.4976443,13.411914, Deutschland
203,Non-binary,巴塞罗那UAB,,"['Chinese', 'English']",['poster'],,True,True,,,,,True,,,2022-10-20,2022_10_20_644907.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
204,Female,McGill University,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-03,2022_11_03_648813.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.50691775,-73.5791162596496, Canada
205,Female,莱顿大学,,['English'],['hand-written message'],,True,,,,,,True,,,2022-11-03,2022_11_03_261089.jpg,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,52.168633850000006,4.45966305742133, Nederland
206,,"Vancouver, British Columbia ",,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-27,2022_10_27_875570.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,49.2608724,-123.113952, Canada
207,Female,Smith College,,"['English', 'Chinese']",['chalk'],,,True,,,,,True,,,2022-10-15,2022_10_15_348871.jpg,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,42.31622385,-72.64039314741159, United States
208,Male,OCAD University,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_438754.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.6542386,-79.3913016, Canada
209,,University of Michigan,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-30,2022_10_30_749185.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.2942142,-83.71003893509601, United States
210,Female,University of Bristol,,['English'],['poster'],,True,,,,,,True,,,2022-11-08,2022_11_08_134497.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,51.457609649999995,-2.6016348983421755, United Kingdom
211,Female,德国纽伦堡造型艺术学院,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-18,2022_10_18_820392.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
212,Female,Syracuse University Shaffer Art Building,,"['Chinese', 'English']",['poster'],,True,True,,,,,True,,,2022-10-27,2022_10_27_305078.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
213,Female,德国法兰克福,,['german'],['poster'],,True,True,,,,,,,,2022-10-19,2022_10_19_773815.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,47.3241196,3.608937048826236, France
214,Female,University of Washington ,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-05,2022_11_05_717116.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,47.6543466,-122.30806059473039, United States
215,Non-binary,Halle Saale Germany,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-18,2022_10_18_703265.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.4825041,11.9705452, Deutschland
216,Female,"Macewan university, Edmonton, Canada",,"['English', 'Chinese']",['poster'],,,True,,,,,True,,,2022-10-15,2022_10_15_969713.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,53.53983335,-113.49231462175489, Canada
217,Non-binary,New York City Art Book Fair 2022,,['Traditional Chinese'],['poster'],,,True,,True,,,,,,2022-11-14,2022_11_14_758955.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,
218,Female,Technische Universität Berlin,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-02,2022_11_02_602208.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.51101585,13.326954140959668, Deutschland
219,Female,意大利博洛尼亚美院,,['Chinese'],['poster'],,,True,,,,,True,,,2022-10-17,2022_10_17_126112.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
220,,Glasgow,,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-15,2022_10_15_946818.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,55.8609825,-4.2488787, United Kingdom
221,Male,"120 E Valley Blvd, San Gabriel, CA 91776",,"['Chinese', 'English']",['poster'],,,True,,,,,,,,2022-10-16,2022_10_16_222028.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.079693319089095,-118.09914543986575, United States
222,,Amherst College,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-14,2022_10_14_410672.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.3703768,-72.5160691823344, United States
223,Female,韩国高丽大学,,"['Chinese', 'English', 'korean']","['hand-written message', 'graffiti']",,True,,,,,,True,,,2022-10-14,2022_10_14_556504.jpg,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,37.5903784,127.0360133, 대한민국
224,Female,University of Toronto Robarts Library,,['Chinese'],['poster'],,True,,,,,,True,,,2022-10-23,2022_10_23_992563.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,43.6644349,-79.39947115569811, Canada
225,Male,Emerson College,,"['English', 'Chinese']",['poster'],True,True,True,,,,,True,,,2022-11-01,2022_11_01_358516.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.09990155,0.051608027279563304, United Kingdom
226,Male,"University of Toronto, Canada",,"['Chinese', 'English']",['poster'],,,True,,,,,True,,,2022-10-16,2022_10_16_853131.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.663461999999996,-79.39775966248058, Canada
227,Male,Université Sorbonne Nouvelle,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_403364.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,48.837988499999994,2.3611216301460356, France
228,Male,"Princeton, New Jersey, USA",,"['English', 'Traditional Chinese']",['poster'],,True,,,,,,,,,2022-10-14,2022_10_14_193372.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,40.3492744,-74.6592958, United States
229,Female,University of Connecticut McMahon Residence hall,,"['Chinese', 'English']",['poster'],,True,True,,,,,True,,,2022-10-31,2022_10_31_148481.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
230,Female,Bennington College,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-14,2022_10_14_726257.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.9190308,-73.2391843, United States
231,,Haverford College,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-02,2022_11_02_677367.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.0071506,-75.30694232576307, United States
232,Male,佛罗里达大学,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-11-08,2022_11_08_904088.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,25.0135632,121.53667024754063, 臺灣
233,,"1434 Post Rd, Wells, ME 04090",,"['English', 'Chinese', 'Traditional Chinese']",['poster'],,True,True,,,,,True,,,2022-11-02,2022_11_02_210733.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,43.3184325,-70.58335384946906, United States
234,Female,ESSEC Business School,,['English'],['poster'],,True,True,True,,,,True,,,2022-10-27,2022_10_27_956386.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.30283265,103.78769786126159, Singapore
235,Female,Western University,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-04,2022_11_04_399353.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,32.7139413,-117.0372503, United States
236,,University of Padova,,"['English', 'Italian']",['poster'],,True,,True,,,,True,,,2022-10-28,2022_10_28_270533.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,45.4051525,11.889636201506537, Italia
237,Female,"Rue du Sablon 11, 1348 Ottignies-Louvain-la-Neuve",,"['Traditional Chinese', 'English']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_802547.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,50.6685393,4.6140178, België / Belgique / Belgien
238,Female,brick lane london,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-15,2022_10_15_600512.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.5187684,-0.0715689, United Kingdom
239,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,"['English', 'Traditional Chinese']",['poster'],,,True,,True,,,,,,2022-10-27,2022_10_27_248136.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
240,Female,University of Bristol,,['English'],['poster'],,,True,,,,,True,,,2022-11-08,2022_11_08_478519.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,51.457609649999995,-2.6016348983421755, United Kingdom
241,Non-binary,爱丁堡大学,,['Chinese'],"['hand-written message', 'poster']",,,True,,,,,True,,,2022-10-15,2022_10_15_724041.jpg,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,55.91029585,-3.323447514558347, United Kingdom
242,Female,日本爱知县名古屋大学,,"['Chinese', 'Traditional Chinese']",['poster'],,True,,,,,,True,,,2022-11-06,2022_11_06_520132.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,35.15330865,136.96778056540737, 日本
243,,,,['Chinese'],['poster'],,,True,,,,,True,,,2022-10-14,2022_10_14_925071.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,44.933143,7.540121, Italia
244,Female,"Goldsmiths, University of London ",,['Chinese'],['poster'],,,True,,,,,True,,,2022-10-15,2022_10_15_301298.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,51.47339855,-0.03735547774931765, United Kingdom
245,Female,"East Village, New York",,"['English', 'Chinese']",['graffiti'],,,True,,,,,,,,2022-11-01,2022_11_01_466863.jpg,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,40.7292688,-73.9873613, United States
246,Male,University of Florida,,['Chinese'],['graffiti'],,True,,,,,,True,,,2022-11-04,2022_11_04_291411.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29.6328784,-82.34901329340119, United States
247,,福建厦门,,['English'],"['hand-written message', 'other']",,,,,,,,,,,2022-10-30,2022_10_30_183619.jpg,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24.4801069,118.0853479, 中国
248,Female,韩国高丽大学,,"['Chinese', 'English']","['poster', 'hand-written message']",True,True,True,,,,,True,,,2022-10-14,2022_10_14_720205.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.5903784,127.0360133, 대한민국
249,,The Chinese University of Hong Kong (CUHK),,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-20,2022_10_20_304111.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,22.4201838,114.20797521405615, 中国
250,,韩国弘益大学,,"['English', 'Chinese', 'korean']",['poster'],,True,True,True,,,,True,,,2022-11-05,2022_11_05_547476.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,37.5582622,126.9256952, 대한민국
251,,Universität Bonn,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-23,2022_10_23_317792.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,50.70549285,7.129849181413391, Deutschland
252,,,,['Traditional Chinese'],['photography'],,,,,True,,,,,,2022-11-06,2022_11_06_200664.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,44.933143,7.540121, Italia
253,Female,Syracuse University Shaffer Art Building,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-27,2022_10_27_817620.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
254,,British Museum,,['Chinese'],['poster'],,,,,,,,,,,2022-11-04,2022_11_04_423489.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,51.51929365,-0.12801772178494725, United Kingdom
255,Female,Central Saint Martins,,"['English', 'Chinese']",['poster'],,True,True,True,True,True,True,True,,,2022-11-03,2022_11_03_586287.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.536549050000005,-0.12471136776783276, United Kingdom
256,Non-binary,Washington Square Park,,"['Chinese', 'English']",['poster'],,,,,,,,,True,True,2022-10-16,2022_10_16_879828.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.73089125,-73.99758503833021, United States
257,Female,韩国高丽大学,,"['English', 'Chinese', 'korean']",['poster'],,True,True,,True,True,,True,,,2022-10-14,2022_10_14_887912.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,37.5903784,127.0360133, 대한민국
258,Male,Illinois Institute of Technology,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-13,2022_10_13_829008.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,41.8352554,-87.62643622073041, United States
259,Male,瑞典哥德堡中国领事馆,,['English'],['poster'],,True,,,,,,,True,,2022-10-14,2022_10_14_967525.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,
260,Male,McMaster University ,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-08,2022_11_08_647833.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.263939699999995,-79.917825231868, Canada
261,,Kyoto University,,['japanese'],['poster'],,True,,True,,,,True,,,2022-10-20,2022_10_20_857569.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,35.0234513,135.7798129, 日本
262,,Trinity College Dublin,,['English'],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_544058.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,53.34366745,-6.254444724511822, Éire / Ireland
263,,canal street new york,,"['English', 'Chinese']",['poster'],,,,,,,,,,True,2022-11-01,2022_11_01_569366.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.7186195,-74.0007681, United States
264,,Reed College library,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-07,2022_11_07_796331.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,36.6077284,-119.4595702, United States
265,,McMaster University,,"['English', 'Traditional Chinese', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-20,2022_10_20_879558.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,43.263939699999995,-79.917825231868, Canada
266,,中国驻荷兰大使馆,,['Chinese'],['poster'],,,True,,,,,True,True,,2022-11-02,2022_11_02_682504.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
267,Female,Bennington College,,"['English', 'Chinese', 'Traditional Chinese']",['poster'],,True,,True,True,,,True,,,2022-10-14,2022_10_14_318635.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,42.9190308,-73.2391843, United States
268,Female,University of Toronto,,['English'],['graffiti'],,,,,True,,,True,,,2022-11-04,2022_11_04_378805.jpg,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,43.663461999999996,-79.39775966248058, Canada
269,Female,SciTech Library - The University of Sydney Library,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-09,2022_11_09_726556.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
270,Male,Iowa state university ,,"['English', 'Chinese', 'Traditional Chinese']",['poster'],,True,True,,,,,True,,,2022-10-18,2022_10_18_482023.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,42.02790455,-93.64461297801853, United States
271,Male,"214 E 21st St, New York, NY 10010",,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-30,2022_10_30_221558.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.7370345,-73.98334570460975, United States
272,,University of California Berkeley,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-13,2022_10_13_757736.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.8753497,-122.23963364918777, United States
273,Female,California Institute of the Arts,,"['English', 'Chinese']","['poster', 'hand-written message']",,True,True,,,,,True,,,2022-10-28,2022_10_28_920788.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.39231695,-118.56667244148424, United States
274,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,['English'],['poster'],True,,True,,,,,,,,2022-10-27,2022_10_27_757592.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
275,Female,Western University,,['English'],"['poster', 'hand-written message']",,,,,True,,True,True,,,2022-11-04,2022_11_04_108123.jpg,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,32.7139413,-117.0372503, United States
276,Female,韩国高丽大学,,"['English', 'Chinese', 'korean']",['poster'],True,True,True,,,,,True,,,2022-10-14,2022_10_14_319774.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,37.5903784,127.0360133, 대한민국
277,Female,University of Southern California,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-28,2022_10_28_544468.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.0218833,-118.28586662125, United States
278,Male,韩国外国语大学,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_739393.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.5963062,127.0637429, 대한민국
279,,The University of Western Australia,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-03,2022_11_03_528304.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,-35.0277407,117.8874729, Australia
280,Male,Minneapolis ,,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-22,2022_10_22_500391.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,44.9772995,-93.2654692, United States
281,,Johns Hopkins University,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-13,2022_10_13_951563.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,39.33020225,-76.62185357858337, United States
282,,School of the Art Institute of Chicago,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-02,2022_11_02_783947.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,41.8789896,-87.62149960084983, United States
283,,美國新奧爾良,,"['English', 'Chinese', 'Traditional Chinese']",['poster'],,True,True,,True,True,True,,,,2022-10-27,2022_10_27_309443.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,29.9759983,-90.0782127, United States
284,Male,Illinois Institute of Technology,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-13,2022_10_13_173581.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,41.8352554,-87.62643622073041, United States
285,Male,UC Santa Barbara,,[' '],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_909790.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.414602450000004,-119.84581004701371, United States
286,Non-binary,Durham University ,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-15,2022_10_15_544090.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,54.5622715,-1.2963556567496446, United Kingdom
287,,RWTH Aachen,,"['English', 'german']",['poster'],,True,True,,,,,True,,,2022-11-06,2022_11_06_935840.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,50.7791645,6.068920971222876, Deutschland
